Geneid	B032-1	B032-2	B032-4	B032-6	OM5011-1	OM5011-2	OM5011-4	OM5011-6	OM5334-1	OM5334-2	OM5334-4	OM5334-6
TKFC	636	732	894	495	687	629	856	571	704	596	672	504
CYB561A3	1065	1448	1123	1037	1255	1493	1241	1642	1314	1606	1142	1399
RP11-286N22.14	0	0	1	1	6	2	9	0	0	0	5	3
TMEM138	1080	1786	1376	1568	1386	1588	1444	1695	2322	2203	1977	1581
TMEM216	1359	1819	1393	1504	1932	1531	1549	1708	2131	2215	1925	1370
CPSF7	1533	2155	1582	1396	1732	1872	1836	1694	2111	1995	1832	1298
RP11-286N22.6	12	35	30	31	15	22	36	17	49	23	43	19
RP11-286N22.8	29	56	53	44	88	45	50	56	67	49	69	31
SDHAF2	1681	2031	1620	1501	1798	1773	1725	1976	1931	2061	1746	1404
RN7SL23P	4	3	0	0	0	4	0	5	9	6	8	0
PPP1R32	167	231	174	123	206	207	258	108	280	220	259	132
RP11-286N22.10	3	3	0	0	0	4	2	0	0	0	1	0
MIR4488	0	0	0	0	0	0	0	0	0	0	0	0
LRRC10B	0	2	0	0	0	0	0	0	0	0	0	0
SYT7	0	0	7	1	6	1	1	0	1	0	4	0
RP11-286N22.16	0	0	0	0	0	0	0	0	0	0	0	0
RP11-794G24.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-855O10.2	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P2	93	109	64	112	175	79	91	137	149	114	142	100
RP11-855O10.3	0	0	0	0	0	0	0	0	0	0	0	0
DAGLA	3	1	10	5	3	1	0	13	0	1	0	2
RP11-467L20.10	0	0	0	0	0	0	0	0	0	0	0	0
MYRF	62	77	89	67	135	77	68	86	86	87	77	65
TMEM258	14221	17103	13578	10659	14488	11048	11747	11470	9429	10614	9301	6607
MIR611	0	0	0	0	0	0	0	0	0	0	0	0
FEN1	912	986	789	1023	765	612	577	808	1152	1086	903	899
FADS2	96	136	116	104	878	873	653	1257	44	24	17	104
FADS1	224	416	266	441	850	685	638	1282	157	118	74	120
MIR1908	0	0	0	0	0	0	0	0	0	0	0	0
FADS3	345	422	572	474	531	451	824	624	335	212	223	146
MIR6746	0	2	1	1	0	2	0	0	0	0	0	0
RAB3IL1	3	5	3	13	0	0	0	5	0	1	0	1
RNU6-1243P	0	0	0	0	0	0	0	0	0	0	0	0
BEST1	9	28	3	6	15	2	2	2	20	20	8	6
FTH1	28067	39243	24606	29067	21479	20380	19300	23707	15565	20889	12815	10122
RP11-810P12.7	22	30	13	18	38	13	14	27	24	40	29	26
RP11-810P12.1	1	0	1	3	2	5	2	4	2	1	3	1
RP11-810P12.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810P12.5	0	2	0	1	0	0	0	1	0	0	0	0
INCENP	79	105	97	109	131	117	97	129	144	120	99	72
RP11-691L4.2	0	0	0	1	1	3	1	0	0	0	3	1
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-703H8.9	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-703H8.6	2	0	1	2	2	1	2	0	4	2	4	2
RP11-703H8.7	0	0	1	1	0	0	1	0	1	0	5	0
ASRGL1	18	41	40	26	22	13	29	46	74	28	45	50
CTD-2531D15.1	0	1	2	3	0	2	2	1	0	8	1	1
CTD-2531D15.5	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2531D15.4	2	0	3	2	0	0	0	0	0	0	0	0
AHNAK	14094	17923	16683	11104	14930	12879	13611	12463	8489	7788	7611	3523
RP11-864I4.3	8	7	18	2	2	5	2	6	3	6	1	0
RP11-864I4.4	13	12	4	3	4	2	8	5	1	5	6	5
EEF1G	0	0	0	0	0	0	0	0	0	0	0	0
RP11-864I4.1	155	161	126	87	134	132	145	115	323	332	250	132
MIR6747	0	0	1	0	0	0	0	0	0	1	0	0
TUT1	477	663	636	418	655	643	824	517	1447	1388	1096	759
MTA2	1192	1573	1276	1351	1312	1113	1058	1433	1295	1112	1021	1069
EML3	1378	2226	2078	1758	2201	2122	2297	2451	2812	2130	2324	2011
RP11-831H9.3	0	0	1	0	0	0	0	0	2	0	0	1
ROM1	79	148	94	158	94	81	120	154	269	225	189	219
B3GAT3	2837	3380	3319	3022	2769	2706	3388	3759	5198	4497	3740	2978
GANAB	6463	8501	7354	5100	8306	7584	8058	7401	9015	7459	8158	5929
INTS5	1524	1855	1579	1192	1820	2102	1794	2105	2816	3297	2355	1609
RP11-831H9.11	0	0	0	0	0	0	0	0	0	0	0	0
C11orf98	151	179	170	144	158	117	165	156	149	141	141	139
LBHD1	67	121	115	34	108	146	151	90	182	175	123	52
METTL12	550	692	619	722	440	398	402	521	761	614	559	578
SNORA57	0	0	0	0	0	0	0	0	0	0	0	0
C11orf83	1727	1990	1610	1129	1850	1684	1684	1622	1717	1901	1743	1093
UBXN1	14274	16473	13744	11525	17911	13591	15564	18636	15532	17747	15098	11482
LRRN4CL	2	1	2	2	0	0	1	0	0	1	0	2
BSCL2	204	280	152	104	212	218	285	226	301	424	316	144
HNRNPUL2-BSCL2	12	15	12	8	22	14	17	18	16	14	5	10
GNG3	2	5	1	2	1	8	4	0	1	4	0	9
HNRNPUL2	2044	2493	2040	1749	2686	2106	1940	2415	2534	2715	2083	1665
TTC9C	1306	1625	1365	1193	1128	1031	1196	1107	1477	1681	1452	949
ZBTB3	212	139	297	103	151	157	218	162	359	306	353	275
POLR2G	5219	6241	4950	5334	6257	5288	6051	7326	7178	7170	6269	5015
RP11-727F15.11	13	18	9	12	11	11	19	8	9	10	16	7
TAF6L	527	740	622	502	694	736	745	752	990	924	863	636
TMEM223	2685	3129	2618	2521	3224	2747	2738	3439	2560	2420	2359	1959
RP11-727F15.12	77	101	81	62	187	120	111	141	122	177	112	118
TMEM179B	3401	4175	3423	4000	5187	4442	4580	5533	4356	4877	4141	3820
MIR6748	0	0	0	0	0	0	0	0	0	0	0	0
NXF1	5085	7038	6724	5038	5424	5331	5812	5076	5718	6455	5295	3723
MIR6514	24	22	20	11	6	19	5	11	8	12	19	3
STX5	2991	4354	3023	2227	3383	2962	2937	2747	2692	3058	2277	1523
RP11-727F15.13	7	16	12	2	3	18	5	10	12	12	5	9
RNU6-118P	12	35	15	8	11	22	22	0	28	36	18	10
RP11-727F15.9	3	7	8	4	8	6	24	4	17	9	20	3
RP11-727F15.14	20	36	25	5	25	33	20	10	41	32	28	9
WDR74	1891	2453	2048	2022	1927	2042	2144	2682	3122	3114	2502	2621
RNU2-2P	0	0	0	0	0	0	0	0	0	0	0	0
SNHG1	6630	8031	6834	4622	11039	7734	10879	7560	6236	7193	7290	5458
SNORD22	0	0	0	0	0	0	0	0	0	0	0	0
SNORD30	0	2	0	2	0	0	0	2	1	0	1	0
RF00099	0	0	0	0	0	0	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0	0	0	0	0	0	0
SLC3A2	22573	28616	21229	20343	19373	19306	23235	22360	19100	24420	17006	19444
CHRM1	0	1	0	0	0	0	0	0	0	0	0	0
AP000438.2	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL259P	0	0	1	0	0	0	2	0	0	0	0	0
SLC22A6	0	0	0	0	0	0	0	1	0	0	0	0
CMB9-43M24.1	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-959F10.4	0	0	0	0	0	0	0	1	0	0	0	0
RP11-959F10.5	2	7	3	3	5	8	5	2	4	3	6	1
SLC22A24	0	0	0	0	0	0	0	0	0	0	0	0
RP11-959F10.1	0	0	1	1	0	2	0	4	1	0	1	0
SLC22A10	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A25	0	2	0	0	0	0	0	0	0	0	0	0
RP11-959F10.6	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3110P2.2	3	1	0	3	2	0	0	0	1	1	0	1
AP000438.4	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0	0	0	0	0	0	0
HRASLS5	30	8	12	13	0	4	0	13	0	0	0	0
CMB9-14B22.1	1	0	0	0	1	0	1	0	0	0	0	0
LGALS12	17	12	15	14	6	9	0	17	11	0	0	0
RARRES3	10573	11719	9094	12927	9872	9050	8168	12835	6502	7323	5817	8982
HRASLS2	44	50	17	64	23	25	5	12	2	13	10	19
PLA2G16	654	786	670	548	534	342	402	455	249	202	116	99
RP11-697H9.3	5	1	8	2	2	5	1	3	10	0	3	2
ATL3	1820	2170	1678	2019	1956	1860	1677	2235	1519	1768	1378	1389
RP11-697H9.4	0	5	1	1	0	0	1	4	0	2	2	3
RP11-697H9.2	4	5	1	3	3	11	13	4	0	6	10	6
RTN3	3453	4044	3015	3064	2726	2606	2297	3107	2448	3128	2203	1392
RP11-697H9.5	0	1	0	3	0	0	0	0	0	0	0	0
C11orf95	17	37	45	70	50	90	67	57	102	59	59	68
RN7SL596P	0	0	0	2	0	0	0	0	0	0	0	0
C11orf84	189	264	234	249	239	310	266	335	207	187	161	125
RP11-466C23.5	0	3	1	0	0	0	0	0	0	0	0	0
MARK2	3673	4299	3512	3276	3703	3858	3953	4240	2917	2742	2129	1769
RNU6-1306P	0	0	0	0	0	0	0	0	0	0	0	0
RCOR2	0	4	1	1	0	2	3	3	20	0	4	4
NAA40	525	755	599	798	703	923	821	805	682	428	572	390
RNU6-45P	0	0	0	0	0	0	0	0	1	2	0	0
COX8A	7768	8985	7100	8311	8432	6836	6889	10527	6290	6709	6171	5600
AP000721.4	0	0	0	0	0	0	0	0	0	0	0	0
OTUB1	9763	11028	10414	10825	9819	9677	11417	11720	11281	12056	10910	9032
MACROD1	452	664	542	591	542	439	490	725	689	560	613	450
RP11-21A7A.2	0	0	0	1	0	0	0	0	0	0	0	4
RP11-21A7A.4	0	0	1	0	0	0	0	0	0	0	0	0
FLRT1	1	19	19	0	16	2	5	1	10	54	3	3
RP11-21A7A.3	0	0	0	0	0	0	0	0	0	0	0	0
STIP1	1945	2931	2097	2337	1858	2252	2008	2481	2595	2867	1909	1753
FERMT3	6994	8681	7660	8129	6779	6656	7497	8765	6661	5461	4786	4356
TRPT1	3459	3976	3229	2171	4315	3470	4988	3072	3610	3408	3468	2111
NUDT22	2627	3108	2483	2286	3094	2525	2773	2862	2382	2444	1887	1596
RP11-783K16.14	3	8	10	3	9	7	12	3	9	16	13	4
DNAJC4	2230	2762	2398	1649	2882	2152	2759	2213	2788	2754	2223	1450
VEGFB	5542	7544	5789	4190	8184	6003	7374	6876	5992	6791	5317	3269
FKBP2	9976	11494	9072	8632	10189	7954	8193	10661	7593	8196	5770	5994
PPP1R14B	1833	2145	1547	1244	2099	2304	1955	4112	1992	1738	1386	1759
RP11-783K16.5	3	11	6	0	6	7	7	1	1	3	3	4
RP11-783K16.13	1	3	4	0	8	2	2	2	4	0	0	2
PLCB3	233	433	346	290	346	429	363	425	299	214	265	219
BAD	2063	2379	2019	1969	2198	1929	2154	2603	1688	1895	1711	1424
GPR137	919	1271	988	758	1119	1269	1237	1213	1130	1394	977	896
KCNK4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-783K16.10	0	0	0	0	0	0	0	0	0	0	0	0
TEX40	0	0	0	0	0	0	0	0	0	0	0	0
ESRRA	555	787	656	1012	485	526	516	974	849	865	779	941
TRMT112	10842	13465	10337	12853	12009	11044	10648	16498	11582	13643	11382	11013
PRDX5	9820	11913	9350	10008	9352	8520	8109	11648	8228	9082	7291	6970
AP003774.1	80	68	49	47	55	46	57	68	149	109	121	83
CCDC88B	2609	3563	3783	3116	1598	2239	2670	2895	2343	2292	2138	2211
MIR7155	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA4	804	1082	808	639	651	682	617	807	718	712	638	476
MIR1237	0	0	0	0	0	0	0	0	0	0	0	0
AP003774.6	1	3	0	0	0	1	0	0	0	0	0	0
AP003774.5	0	0	0	0	0	0	0	0	0	0	0	0
AP003774.4	1	8	0	0	0	0	0	1	0	0	0	0
AP005273.1	0	0	0	0	0	0	0	0	0	0	0	0
AP006288.1	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0	0	0	0	3	0	0
SLC22A12	0	0	0	0	0	0	0	0	0	0	0	0
NRXN2	0	11	4	0	1	9	1	0	0	0	5	3
AP001092.4	0	0	0	0	0	0	0	0	0	0	0	0
RASGRP2	3938	5312	5363	4133	5252	4055	5015	6282	9628	8566	9510	5474
PYGM	231	319	252	196	284	183	294	245	253	257	368	233
SF1	8934	13066	10965	10600	11050	11249	11488	11029	15438	15582	13423	11276
AP001462.6	16	27	27	17	30	30	25	19	58	56	53	38
MAP4K2	3294	5224	4138	3929	5053	4760	5378	5142	5202	5626	4742	3195
MEN1	1676	2395	1900	1626	2165	2297	2227	2777	2867	3061	2278	1623
CDC42BPG	67	96	96	42	153	150	111	106	166	109	157	68
EHD1	9526	11394	9027	7241	9465	8969	8002	9669	10294	10269	7602	4388
AP001187.11	0	0	0	0	0	0	0	0	2	0	0	0
AP001187.9	8	19	4	2	23	0	16	4	4	5	5	15
MIR192	0	0	0	0	0	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0	0	0	0	0
ATG2A	2443	2866	2924	2266	2043	1917	1816	1816	1916	1893	1554	1088
MIR6750	2	3	1	2	0	0	2	4	1	0	2	0
MIR6749	0	0	0	0	0	1	0	0	0	1	0	0
PPP2R5B	1269	1882	1735	970	1302	1327	1685	913	769	1298	919	508
GPHA2	1	0	6	0	0	8	3	0	1	0	2	4
C11orf85	7	4	2	1	25	4	11	13	38	47	36	17
BATF2	11	17	3	22	56	30	6	7	0	0	0	16
ARL2	1888	2087	1711	2615	2159	2312	1823	3644	2192	2596	1734	2364
ARL2-SNX15	0	0	0	0	0	0	0	0	1	0	0	0
MIR6879	0	0	0	0	0	0	0	0	0	2	0	0
AP000436.4	0	1	1	0	5	0	2	1	0	0	0	0
SNX15	2	6	17	8	10	7	6	9	11	7	28	14
SAC3D1	584	664	578	733	637	524	566	1254	1197	1109	833	618
NAALADL1	770	1170	984	678	857	524	953	910	1565	1474	1342	709
CDCA5	36	38	7	80	10	25	24	96	20	46	34	86
ZFPL1	704	783	689	592	700	656	632	586	799	920	728	461
TMEM262	55	46	81	35	27	51	74	24	78	46	68	33
VPS51	3644	4221	3484	3971	4343	4159	4308	5981	7165	6800	6047	4568
AP003068.9	0	1	0	4	5	6	3	3	2	9	2	5
TM7SF2	655	804	589	647	867	779	846	780	1589	1381	1070	824
ZNHIT2	1106	1273	1104	1010	1457	1376	1227	1825	1658	1804	1314	1286
AP003068.12	0	0	0	0	0	0	0	0	0	0	0	0
RP11-399J13.2	3	6	43	7	11	15	3	10	31	29	27	9
FAU	24703	30302	24374	23822	36121	25574	26151	38383	28190	28031	27741	21258
SYVN1	1670	2241	1712	1151	1753	1358	1615	1338	1433	1431	1165	733
MRPL49	2942	3874	2899	2675	3638	3195	3950	3082	4311	4949	3799	2724
MIR6751	0	0	0	0	0	0	0	0	0	0	0	0
AP003068.16	1	0	0	3	0	0	0	1	0	0	3	2
RNU2-23P	1	0	0	0	0	0	1	0	0	0	2	0
AP003068.17	0	0	0	0	1	0	0	0	0	0	0	0
SPDYC	0	0	0	2	0	0	0	0	2	0	0	0
AP003068.18	96	142	71	40	79	61	75	45	41	96	50	31
AP003068.23	91	83	71	64	105	119	134	135	104	126	106	63
CAPN1	4086	4661	4114	3301	3493	3352	3446	4226	3363	4093	2873	2384
AP003068.22	5	15	15	4	6	2	8	14	9	5	3	5
POLA2	583	629	694	804	768	733	725	904	712	837	742	692
CDC42EP2	45	48	52	59	125	90	38	91	51	52	36	38
DPF2	3685	4635	3409	2637	3302	3415	3971	3319	4456	4992	4083	2560
TIGD3	31	61	15	16	62	120	83	88	71	124	55	42
RP11-867O8.5	0	5	0	0	0	0	0	0	0	0	5	0
SLC25A45	358	495	428	212	474	515	635	277	802	475	611	275
FRMD8	2699	3216	2670	2147	2632	2942	2615	2564	3635	3469	2767	1706
NEAT1	14863	32448	30526	20164	15377	20650	25071	10727	27086	21544	31610	15447
RF01955	0	0	0	0	0	0	0	0	0	0	0	0
RF01956	0	0	0	0	0	0	0	0	0	0	0	0
RF01957	0	0	0	0	0	0	0	0	0	0	0	0
MIR612	0	0	0	0	0	0	0	0	0	0	0	0
RF01684	0	0	0	0	0	0	0	0	0	0	0	0
CMB9-22P13.1	1825	2442	1996	466	2928	2293	2598	1016	1537	1679	1509	457
CMB9-22P13.2	0	0	2	1	0	0	0	0	1	0	2	0
MALAT1	451370	756065	541227	414269	392920	434010	531374	280501	838573	611306	627196	431719
AP000769.7	0	0	0	0	0	0	0	0	0	0	0	0
RF01871	0	0	0	0	0	0	0	0	0	0	0	0
AP000769.8	0	0	0	0	0	0	0	0	0	0	0	0
SCYL1	2784	3508	2890	2512	3323	3071	3656	3104	3901	3812	3649	2208
LTBP3	3512	5055	4783	3339	3698	3399	4500	3742	6319	4727	5352	3106
RP11-856B14.10	0	0	0	0	0	0	0	0	1	0	0	0
RP11-856B14.1	153	185	171	133	171	191	180	171	227	248	194	181
SSSCA1	2558	2997	2467	2901	2888	2981	3062	3937	2357	2463	2165	2592
FAM89B	1696	1882	1435	1243	1943	1799	1833	2984	1757	1765	1413	1112
EHBP1L1	2986	3808	3530	2484	3686	3417	4286	3266	3767	3465	3225	1844
KCNK7	40	70	54	47	58	62	70	79	68	32	57	28
MAP3K11	2786	3571	2926	2761	3265	3232	3090	3179	3550	3826	2639	1793
PCNX3	1460	1817	1624	1720	1447	1411	1670	2016	2077	1684	1279	1529
MIR4690	4	2	2	2	1	2	5	1	3	1	2	0
SIPA1	8330	9292	7211	6121	11423	9445	9973	9395	9887	11731	8674	4979
MIR4489	3	0	4	0	4	0	4	2	3	0	6	0
RELA	8937	12075	9380	6970	12015	10867	11404	10133	10177	11369	8873	7146
RN7SL309P	0	0	0	0	0	0	0	1	0	1	0	0
KAT5	621	815	670	538	701	752	750	720	1123	1253	1031	790
RNASEH2C	4154	4538	3656	5306	4420	4250	4561	6169	4212	4134	3718	4435
KRT8P26	0	0	0	0	0	0	1	0	0	0	0	0
RP11-770G2.2	0	6	2	1	3	0	0	0	7	0	6	0
AP5B1	501	575	457	690	668	881	603	943	557	576	431	610
OVOL1	0	6	3	0	0	0	0	0	0	0	0	0
RP11-770G2.4	3	0	0	0	0	0	1	0	0	0	0	0
RP11-770G2.5	0	0	0	0	0	0	0	0	0	0	0	0
CFL1	45639	53475	42024	53274	58326	53185	50758	76244	51920	52387	42485	43620
SNX32	26	13	34	12	35	26	17	52	47	82	14	32
MUS81	1276	1966	1910	1853	1686	2083	2167	2083	2240	2280	2158	1464
EFEMP2	167	355	363	109	241	344	540	126	354	306	374	75
CTSW	1871	2075	1722	1216	4131	3974	3383	5052	1541	1625	1270	796
FIBP	2432	2764	2337	3058	2673	2921	3362	4152	2799	2611	2426	2647
CCDC85B	5504	5962	4739	6998	6759	6084	6613	10465	5613	5363	4296	5734
FOSL1	20	34	22	43	24	19	14	81	8	34	21	45
C11orf68	3683	4108	3634	3087	4563	4123	4801	4994	7030	7848	5466	3994
DRAP1	9629	11526	9571	20307	9280	12428	13220	17018	6814	7932	6568	13900
TSGA10IP	2	1	0	0	0	0	2	0	0	0	1	1
SART1	3822	5041	3486	3611	3723	4058	4302	4487	5460	5527	4142	3631
RP11-1167A19.6	1	5	0	1	2	1	0	0	3	4	1	5
EIF1AD	1183	1778	1220	972	1240	1141	1183	1339	1247	1361	1143	890
BANF1	2648	3308	2420	3492	2775	2829	2617	4296	3530	3729	3425	4247
CST6	1	4	0	5	0	3	0	0	5	4	3	0
CATSPER1	5	11	1	0	21	7	0	7	8	2	5	1
GAL3ST3	0	0	1	5	9	6	0	0	0	0	0	0
SF3B2	13164	17316	14548	12620	14781	12699	14000	14867	16587	17034	14183	10767
RP11-1167A19.2	0	0	1	4	0	0	1	0	0	0	0	0
PACS1	4285	5206	4288	2631	6516	5419	6017	5218	8881	9046	7133	4055
RP11-755F10.1	36	75	57	41	62	49	61	53	129	149	102	70
KLC2	314	570	359	542	352	365	480	569	356	432	324	410
RP11-755F10.3	8	27	27	6	2	11	9	14	6	0	3	5
RP11-867G23.1	1	3	0	0	0	0	0	0	0	1	2	0
RP11-867G23.2	0	0	0	0	0	0	0	0	0	0	0	0
RAB1B	1137	1306	1141	919	1244	1299	1198	1488	1265	1249	1010	997
RP11-867G23.3	46	62	91	112	81	143	74	68	89	71	67	93
RP11-867G23.4	0	0	0	0	0	0	0	0	0	0	0	0
CNIH2	3	4	8	9	6	5	3	2	6	0	3	3
YIF1A	3416	3968	3156	3993	3140	3335	3074	4537	3137	3650	2470	2989
TMEM151A	9	0	3	1	1	0	1	0	0	0	0	0
RP11-867G23.13	0	0	0	0	0	0	0	0	0	0	7	0
CD248	7	5	3	1	97	65	112	66	193	166	183	90
RIN1	145	164	131	83	300	266	298	198	602	435	551	230
RP11-867G23.12	0	5	4	6	3	6	1	18	5	7	18	1
BRMS1	3707	4714	3597	3174	3315	3384	3136	3586	4105	4482	3410	2748
B4GAT1	572	786	449	358	726	669	723	649	560	929	668	323
RP11-867G23.8	32	45	39	41	65	44	47	52	72	54	90	55
SLC29A2	238	265	232	371	370	392	470	500	566	465	491	517
RP11-867G23.9	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-84P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-867G23.10	0	0	0	0	0	0	2	0	0	0	0	0
NPAS4	0	0	0	0	0	0	0	0	0	0	3	0
MRPL11	1521	1875	1686	1984	1826	1438	1669	2584	1996	2009	1940	2172
CTD-3074O7.7	0	0	0	0	0	0	0	0	0	0	0	0
PELI3	416	498	388	488	614	623	680	1029	726	904	588	556
CTD-3074O7.5	60	107	84	91	88	90	113	165	171	115	164	141
DPP3	523	720	718	974	650	693	653	1112	655	735	683	893
CTD-3074O7.11	0	0	0	0	0	0	0	0	0	0	0	0
BBS1	43	47	55	31	10	39	54	40	55	59	88	67
ZDHHC24	1316	1897	1212	1491	1498	1218	1308	1737	1325	1531	1203	983
ACTN3	10	21	27	1	5	6	11	3	6	0	0	1
CTD-3074O7.2	0	0	0	0	0	0	0	0	0	0	0	0
CTSF	1022	1395	1137	752	1314	912	1514	1051	3345	2738	2861	1253
CCDC87	0	0	0	2	0	0	0	2	10	2	13	4
CCS	1747	2569	2238	1707	2198	2347	3188	2468	2526	2680	2765	1606
RNU4-39P	0	0	3	4	6	7	1	7	0	3	4	10
RBM14	2214	2925	2145	1611	3142	2760	3114	3199	4193	4626	3385	2080
RBM14-RBM4	44	31	37	25	16	34	34	25	33	38	35	24
RBM4	671	899	782	679	721	727	753	725	746	851	853	646
RBM4B	415	606	573	388	501	498	526	467	895	856	892	399
RP11-658F2.8	752	1016	908	606	1229	971	999	833	1321	1313	1279	905
SPTBN2	7	18	17	4	4	10	0	1	13	5	15	0
RN7SL12P	0	0	0	0	0	0	0	0	0	0	0	0
C11orf80	308	391	390	377	278	304	296	349	320	285	289	233
RP11-658F2.3	4	7	3	4	6	2	4	8	7	6	4	5
RP11-658F2.2	0	0	2	0	0	0	0	2	0	0	0	0
RCE1	1405	1696	1348	1305	1461	1523	1597	1521	1859	1832	1453	1097
PC	36	45	65	59	74	83	76	133	125	106	35	113
LRFN4	135	232	147	207	126	151	195	199	50	49	30	83
RNU7-23P	0	0	0	0	0	0	0	0	0	0	0	0
MIR3163	0	0	0	0	0	0	0	0	0	0	0	0
C11orf86	0	0	0	0	4	0	0	0	0	0	0	2
SYT12	3	4	3	0	0	0	1	4	2	2	1	5
MIR6860	0	0	0	0	0	0	0	0	0	0	0	0
RHOD	2	8	8	8	14	10	31	26	15	14	33	15
KDM2A	4585	6487	5445	3692	6011	5696	6508	4635	6763	6672	6405	4228
RP11-157K17.5	36	39	27	13	20	54	18	16	28	32	48	18
ADRBK1	7333	9760	8654	6622	10300	9344	10951	9966	11621	10689	9388	6128
ANKRD13D	3683	5337	4838	4302	4762	4692	5275	5156	4588	3916	3899	2898
SSH3	363	568	433	378	528	340	559	380	440	305	322	196
RAD9A	645	1021	948	897	1168	1192	1498	1086	1038	863	1055	681
POLD4	1352	1503	1291	839	1693	1434	1888	1407	1456	1461	1328	866
AP003419.11	0	0	0	0	0	0	0	0	0	0	0	0
CTC-1337H24.3	2	0	6	0	1	3	1	0	0	2	1	1
RN7SKP239	0	0	0	0	0	0	0	0	0	1	0	0
CLCF1	267	237	276	214	172	249	239	207	67	85	54	48
CTC-1337H24.4	3	12	8	1	5	4	5	8	2	6	6	1
RNU6-1238P	0	0	0	0	4	1	0	0	0	0	0	0
PPP1CA	12223	13415	11286	11539	12801	11741	11290	15777	12431	13795	10199	8666
TBC1D10C	10627	13493	13087	8364	13596	12801	16474	12665	18757	17215	16693	8260
CARNS1	33	65	52	27	135	126	121	56	283	254	240	125
RPS6KB2	3443	4103	3331	3149	3418	3379	3898	3677	4042	3870	3411	2963
AP003419.16	0	0	0	0	0	0	0	0	0	0	0	0
PTPRCAP	0	0	0	0	0	0	0	0	0	0	0	0
CORO1B	4736	5467	4675	2381	6048	3788	5472	4848	3344	3269	2858	1286
GPR152	4	0	1	0	0	4	5	0	16	8	9	5
CABP4	100	149	117	30	78	103	143	38	103	129	146	34
TMEM134	4666	5532	4208	2596	5776	4223	5836	4011	5502	5696	5414	2684
AIP	7457	9268	7596	8041	9381	8037	8760	10434	9322	9462	9067	6951
MIR6752	7	6	9	10	4	9	10	12	9	5	9	5
PITPNM1	4196	5071	4967	4328	4754	4299	4836	4875	3768	3379	3096	2362
CDK2AP2	25409	29202	19092	15977	23551	17471	21927	18771	14946	15315	9901	8601
CABP2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-715F10.6	0	0	0	0	0	0	0	0	3	0	0	0
GSTP1	11033	12957	10488	11328	13687	11445	11597	17627	9518	10318	8880	8391
C11orf72	1	0	1	0	0	0	0	0	10	5	4	5
RP11-655M14.12	0	1	0	0	0	0	0	0	0	0	0	0
NDUFV1	4963	6399	6070	4781	6207	5457	6734	7354	7817	6854	6808	5442
DOC2GP	30	23	47	18	59	51	83	40	350	354	567	250
NUDT8	142	141	171	218	334	167	304	395	291	317	249	252
TBX10	0	0	0	0	0	0	0	0	0	0	5	0
ACY3	2	21	16	19	1	0	1	29	12	1	12	30
AP003385.2	0	4	1	0	2	2	11	3	4	9	0	1
ALDH3B2	0	1	0	0	0	0	0	0	0	0	0	0
RPL37P2	293	414	328	284	547	388	353	538	484	387	459	349
RP11-655M14.7	3	2	12	6	0	0	0	0	0	0	0	0
OR7E145P	0	0	0	0	0	0	0	0	0	0	0	0
OR7E11P	0	0	0	0	0	1	2	3	0	0	0	0
RP11-655M14.14	0	0	0	0	0	0	0	0	0	0	0	0
RP11-655M14.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-119D9.3	0	0	0	0	0	2	1	3	2	12	0	4
FAM86C2P	31	23	16	52	41	35	24	52	57	70	82	49
RP11-119D9.5	2	0	0	0	1	0	1	1	2	2	1	1
RP11-119D9.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-119D9.1	123	126	181	283	110	111	176	253	92	141	91	161
RNU6-46P	0	1	5	1	0	0	3	0	0	1	0	0
RPS3AP40	2	4	5	3	17	6	7	13	14	8	16	8
